路线编号,所在行政区划代码,路线名称,路段起止名称_起点名称,路段起止名称_止点名称,路段起止桩号_起点桩号,路段起止桩号_止点桩号,里程（公里）,路段基本属性_技术等级_代码,路段基本属性_技术等级_等级,路段基本属性_是否一幅高速,路段基本属性_车道数量(个),路段基本属性_面层类型_代码,路段基本属性_面层类型_类型,路段基本属性_路基宽度(米),路段基本属性_路面宽度(米),路段基本属性_面层厚度(厘米),路段基本属性_设计时速,路段基本属性_抗震等级,路段基本属性_防洪标准,修建改建_修建年度,修建改建_改建年度,最近一次修复养护年度,断链类型,是否城管路段,是否断头路段,收费路段性质,被重复主线_路线编号,被重复主线_起点桩号,被重复主线_终点桩号,被重复主线_是否长链,养护管理情况（公里）_养护里程,养护管理情况（公里）_可绿化里程,养护管理情况（公里）_已绿化里程,地貌,涵洞数量（个）,管养单位名称,省际出入口,国道调整前路线编号,是否按干线公路管理接养,备注
G1211,230109,吉林—黑河（吉黑高速）,朝阳镇,朝阳镇,284.537,304.661,20.124,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1211,230109,吉林—黑河（吉黑高速）,朝阳镇,兰呼界,304.661,324.138,19.477,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1211,231222,吉林—黑河（吉黑高速）,兰呼界,K505+579,324.138,345.593,21.455,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1211,231222,吉林—黑河（吉黑高速）,K505+579,兰西,345.593,346.865,1.272,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1211,231222,吉林—黑河（吉黑高速）,兰西,重复路段终,346.865,347.007,0.142,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1211,231222,吉林—黑河（吉黑高速）,重复路段终,重复路段始,347.007,347.12,0.113,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1211,231222,吉林—黑河（吉黑高速）,重复路段始,K503+579,347.12,347.592,0.472,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1211,231222,吉林—黑河（吉黑高速）,K503+579,青兰界,347.592,373.81,26.218,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1211,231223,吉林—黑河（吉黑高速）,青兰界,K454+569,373.81,396.704,22.894,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1211,231223,吉林—黑河（吉黑高速）,K454+569,青冈,396.704,397.56,0.856,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1211,231223,吉林—黑河（吉黑高速）,青冈,重复路段终,397.56,397.861,0.301,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1211,231223,吉林—黑河（吉黑高速）,重复路段终,重复路段始,397.861,398.601,0.74,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1211,231223,吉林—黑河（吉黑高速）,重复路段始,兰明养护界,398.601,413.675,15.074,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1211,231223,吉林—黑河（吉黑高速）,兰明养护界,明青界,413.675,440.714,27.039,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1211,231225,吉林—黑河（吉黑高速）,明青界,重复路段终,440.714,448.826,8.112,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1211,231225,吉林—黑河（吉黑高速）,重复路段终,K395+899,448.826,455.527,6.701,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1211,231225,吉林—黑河（吉黑高速）,K395+899,明水,455.527,456.283,0.756,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1211,231225,吉林—黑河（吉黑高速）,明水,K393+899,456.283,457.491,1.208,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1211,231225,吉林—黑河（吉黑高速）,K393+899,拜明界,457.491,474.422,16.931,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1211,230231,吉林—黑河（吉黑高速）,拜明界,K368+099,474.422,483.329,8.907,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1211,230231,吉林—黑河（吉黑高速）,K368+099,K366+728,483.329,484.744,1.415,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1211,230231,吉林—黑河（吉黑高速）,K366+728,克明养护界,484.744,497.14,12.396,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1211,230231,吉林—黑河（吉黑高速）,克明养护界,拜泉,497.14,509.261,12.121,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1211,230231,吉林—黑河（吉黑高速）,拜泉,克拜界,509.261,526.36,17.099,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1211,230230,吉林—黑河（吉黑高速）,克拜界,克东,526.36,561.255,34.895,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,微丘,0,, ,,,断头路
G1211,230230,吉林—黑河（吉黑高速）,克东,收费所南,561.255,574.323,13.068,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,微丘,0,, ,,,断头路
G1211,230230,吉林—黑河（吉黑高速）,收费所南,北克界,574.323,583.128,8.805,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,微丘,0,, ,,,断头路
G1211,231181,吉林—黑河（吉黑高速）,北克界,K260+463,583.128,590.772,7.644,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,微丘,0,, ,,,断头路
G1211,231181,吉林—黑河（吉黑高速）,K260+463,讷谟尔养护工区,590.772,610.004,19.232,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,微丘,0,, ,,,断头路
G1211,231181,吉林—黑河（吉黑高速）,讷谟尔养护工区,北安/五大连池界,610.004,623.073,13.069,10,高速,否,4.0,11,沥青混凝土,24.5,21.0,12,80,<0.05或6度以下,100.0,2011.0,,,0,否,否,还贷,,,,,13.069,13.069,13.069,山岭,9,养护科技北安分公司, ,G1211,是,
G1211,231182,吉林—黑河（吉黑高速）,北安/五大连池界,小兴安养护工区/讷谟尔养护工区,623.073,672.985,49.912,10,高速,否,4.0,11,沥青混凝土,24.5,21.0,22,80,<0.05或6度以下,100.0,2011.0,2022.0,,0,否,否,还贷,,,,,49.912,49.912,49.912,山岭,33,养护科技北安分公司, ,G1211,是,
G1211,231182,吉林—黑河（吉黑高速）,小兴安养护工区/讷谟尔养护工区,五大连池/孙吴界,672.985,710.771,37.786,10,高速,否,4.0,12,水泥混凝土,24.5,21.0,22,80,<0.05或6度以下,100.0,2011.0,,,0,否,否,还贷,,,,,37.786,37.786,37.786,山岭,30,养护科技北安分公司, ,G1211,是,
G1211,231124,吉林—黑河（吉黑高速）,五大连池/孙吴界,小兴安养护工区/孙吴养护工区,710.771,734.027,23.256,10,高速,否,4.0,12,水泥混凝土,24.5,21.0,22,80,<0.05或6度以下,100.0,2011.0,,,0,否,否,还贷,,,,,23.256,23.256,23.256,山岭,31,养护科技北安分公司, ,G1211,是,
G1211,231124,吉林—黑河（吉黑高速）,小兴安养护工区/孙吴养护工区,逊别拉河大桥,734.027,764.027,30.0,10,高速,否,4.0,12,水泥混凝土,24.5,21.0,22,80,<0.05或6度以下,100.0,2011.0,,,0,否,否,还贷,,,,,30.0,30.0,30.0,山岭,43,养护科技北安分公司, ,G1211,是,
G1211,231124,吉林—黑河（吉黑高速）,逊别拉河大桥,孙吴/黑河界,764.027,794.969,30.942,10,高速,否,4.0,11,沥青混凝土,24.5,21.0,12,80,<0.05或6度以下,100.0,2011.0,,,0,否,否,还贷,,,,,30.942,30.942,30.942,山岭,32,养护科技北安分公司, ,G1211,是,
G1211,231101,吉林—黑河（吉黑高速）,孙吴/黑河界,高速/一级路界,794.969,838.54,43.571,10,高速,否,4.0,12,水泥混凝土,24.5,21.0,22,80,<0.05或6度以下,100.0,2011.0,,,0,否,否,还贷,,,,,43.571,43.571,43.571,微丘,27,养护科技北安分公司, ,G1211,是,
G1211,231101,吉林—黑河（吉黑高速）,高速/一级路界,黑河养护工区,838.54,854.916,16.376,10,高速,否,4.0,12,水泥混凝土,24.5,21.0,22,80,<0.05或6度以下,100.0,2011.0,,,0,否,否,还贷,,,,,16.376,16.376,16.376,微丘,16,养护科技北安分公司, ,G1211,是,
G1213,231181,北安—漠河,北安北养护工区/五大连池养护工区,北安/五大连池界,0.0,4.239,4.239,10,高速,否,4.0,11,沥青混凝土,24.5,21.0,12,80,<0.05或6度以下,100.0,2011.0,,,0,否,否,还贷,,,,,4.239,4.239,4.239,微丘,1,养护科技北安分公司, ,S401,是,
G1213,231182,北安—漠河,北安/五大连池界,高速/一级路界,4.239,31.167,26.928,10,高速,否,4.0,11,沥青混凝土,24.5,21.0,12,80,<0.05或6度以下,100.0,2011.0,,,0,否,否,还贷,,,,,26.928,26.928,26.928,微丘,13,养护科技北安分公司, ,S401,是,
G1213,231182,北安—漠河,高速/一级路界,K53+164,31.167,53.165,21.998,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,231182,北安—漠河,K53+164,K75+164,53.165,75.165,22.0,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,231182,北安—漠河,K75+164,K89+897,75.165,89.898,14.733,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,231182,北安—漠河,K89+897,K111+897,89.898,111.898,22.0,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,231182,北安—漠河,K111+897,K119+764,111.898,119.765,7.867,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,231182,北安—漠河,K119+764,K139+596,119.765,139.597,19.832,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,231182,北安—漠河,K139+596,K158+559,139.597,158.56,18.963,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232761,北安—漠河,K158+559,K135+764,328.0,344.0,16.0,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232761,北安—漠河,K135+764,加格达奇,344.0,360.024,16.024,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232761,北安—漠河,加格达奇,加松界,360.024,376.872,16.848,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232762,北安—漠河,加松界,K181+636,376.872,389.872,13.0,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232762,北安—漠河,K181+636,加松养护界,389.872,403.029,13.157,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232762,北安—漠河,加松养护界,K43+681,403.029,403.711,0.682,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232762,北安—漠河,K43+681,松岭,403.711,406.332,2.621,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232762,北安—漠河,松岭,K216+096,406.332,424.332,18.0,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232762,北安—漠河,K216+096,K233+096,424.332,441.332,17.0,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232762,北安—漠河,K233+096,K251+096,441.332,459.332,18.0,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232762,北安—漠河,K251+096,松新界,459.332,477.112,17.78,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232763,北安—漠河,松新界,K291+875,477.112,500.111,22.999,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232763,北安—漠河,K291+875,K314+382,500.111,522.618,22.507,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232763,北安—漠河,K314+382,新林,522.618,524.203,1.585,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232763,北安—漠河,新林,K317+706,524.203,525.942,1.739,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232763,北安—漠河,K317+706,K321+783,525.942,530.019,4.077,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232763,北安—漠河,K321+783,K343+783,530.019,552.019,22.0,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232763,北安—漠河,K343+783,K365+783,552.019,574.019,22.0,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232763,北安—漠河,K365+783,K387+783,574.019,596.019,22.0,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232763,北安—漠河,K387+783,新塔界,596.019,616.878,20.859,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232722,北安—漠河,新塔界,K411+447,616.878,619.683,2.805,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232722,北安—漠河,K411+447,塔河,619.683,623.644,3.961,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232722,北安—漠河,塔河,重复路终,623.644,625.784,2.14,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232722,北安—漠河,重复路终,K418+408,625.784,626.644,0.86,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232722,北安—漠河,K418+408,K438+374,626.644,646.61,19.966,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232722,北安—漠河,K438+374,K460+354,646.61,668.59,21.98,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232722,北安—漠河,K460+354,K482+354,668.59,690.59,22.0,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232722,北安—漠河,K482+354,K504+354,690.59,712.59,22.0,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232722,北安—漠河,K504+354,K524+354,712.59,732.59,20.0,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232722,北安—漠河,K524+354,塔漠界,732.59,753.175,20.585,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232701,北安—漠河,塔漠界,K564+939,753.175,773.175,20.0,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232701,北安—漠河,K564+939,K584+932,773.175,793.168,19.993,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232701,北安—漠河,K584+932,K598+932,793.168,807.168,14.0,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232701,北安—漠河,K598+932,K612+930,807.168,821.166,13.998,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232701,北安—漠河,K612+930,K626+908,821.166,835.144,13.978,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232701,北安—漠河,K626+908,K641+016,835.144,849.252,14.108,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232701,北安—漠河,K641+016,漠河,849.252,851.33,2.078,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232701,北安—漠河,漠河,重复路段始,851.33,851.942,0.612,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G1213,232701,北安—漠河,重复路段始,重复路段终,851.942,852.514,0.572,30,等外,否,,36,无路面,22.0,0.0,0,0,0,,,,,6,否,是,,,,,,0.0,0.0,0.0,平原,0,, ,,,断头路
G201,230406,鹤岗—大连,鹤岗市南山岗台,鹤岗市跃进街,0.0,3.787,3.787,12,二级,否,4.0,11,沥青混凝土,28.0,25.0,10,60,0.05或6度,50.0,1955.0,,,0,是,否,非收费,,,,,3.787,3.787,3.787,微丘,0,鹤岗市交通运输局市城建局, ,G201,否,
G201,230406,鹤岗—大连,鹤岗市跃进街,大富力,3.787,6.762,2.975,12,二级,否,2.0,11,沥青混凝土,11.5,11.5,10,60,0.20、0.30或8度,50.0,1955.0,2021.0,,0,否,否,非收费,,,,,2.975,2.975,2.975,微丘,2,黑龙江省国道东部工程项目管理有限公司, ,G201,是,
G201,230406,鹤岗—大连,大富力,新华镇,6.762,21.942,15.18,12,二级,否,2.0,11,沥青混凝土,10.0,8.5,10,60,0.20、0.30或8度,50.0,1955.0,2021.0,,0,否,否,非收费,,,,,15.18,15.18,15.18,微丘,36,黑龙江省国道东部工程项目管理有限公司, ,G201,是,
G201,230406,鹤岗—大连,新华镇,新华农场,21.942,24.192,2.25,12,二级,否,2.0,11,沥青混凝土,11.5,11.5,10,60,0.20、0.30或8度,50.0,1955.0,2021.0,,0,否,否,非收费,,,,,2.25,2.25,2.25,微丘,0,黑龙江省国道东部工程项目管理有限公司, ,G201,是,
G201,230406,鹤岗—大连,新华农场,西岗村,24.192,28.05,3.858,12,二级,否,2.0,11,沥青混凝土,10.0,8.5,10,60,0.20、0.30或8度,50.0,1955.0,2021.0,,0,否,否,非收费,,,,,3.858,3.858,3.858,微丘,1,黑龙江省国道东部工程项目管理有限公司, ,G201,是,
G201,230406,鹤岗—大连,西岗村,重复路段始,28.05,29.869,1.819,12,二级,否,2.0,11,沥青混凝土,10.0,8.5,10,60,0.05或6度,50.0,1955.0,2012.0,,0,否,否,非收费,,,,,1.819,1.819,1.819,微丘,2,鹤岗市公路事业发展中心, ,G201,是,
G201,230406,鹤岗—大连,重复路段始,鹤岗/汤原界,29.869,30.674,0.805,12,二级,否,2.0,11,沥青混凝土,10.0,8.5,10,60,0.05或6度,50.0,1955.0,2012.0,,0,否,否,非收费,,,,,0.805,0.805,0.805,微丘,0,鹤岗市公路事业发展中心, ,G201,是,
G201,230828,鹤岗—大连,鹤岗/汤原界,重复路段终,30.674,30.887,0.213,12,二级,否,2.0,12,水泥混凝土,10.0,8.5,22,60,0.05或6度,50.0,1989.0,2012.0,,0,否,否,非收费,,,,,0.213,0.213,0.213,平原,0,汤原县公路事业发展中心, ,G201,是,
G201,230828,鹤岗—大连,重复路段终,鹤立镇新安村引桥入口,30.887,40.896,10.009,12,二级,否,2.0,11,沥青混凝土,10.0,8.5,9,60,0.05或6度,50.0,1989.0,2019.0,,0,否,否,非收费,,,,,10.009,10.009,10.009,平原,4,汤原县公路事业发展中心, ,G201,是,
G201,230828,鹤岗—大连,鹤立镇新安村引桥入口,鹤立镇新安村引桥出口,40.896,43.39,2.494,12,二级,否,2.0,11,沥青混凝土,10.0,8.5,9,60,0.05或6度,50.0,1989.0,2022.0,,0,否,否,非收费,,,,,2.494,2.494,2.494,平原,13,汤原县公路事业发展中心, ,近年新建,是,
G201,230828,鹤岗—大连,鹤立镇新安村引桥出口,汤原/佳木斯界,43.39,48.495,5.105,12,二级,否,2.0,11,沥青混凝土,10.0,8.5,9,60,0.05或6度,50.0,1989.0,2019.0,,0,否,否,非收费,,,,,5.105,5.105,5.105,平原,4,汤原县公路事业发展中心, ,G201,是,
G201,230811,鹤岗—大连,汤原/佳木斯界,铁道口,48.495,51.903,3.408,12,二级,否,2.0,11,沥青混凝土,10.0,8.5,9,100,0.05或6度,50.0,1975.0,2019.0,,0,否,否,非收费,,,,,3.408,3.408,3.408,平原,0,佳木斯市公路养护站, ,G201,是,
G201,230811,鹤岗—大连,铁道口,莲江口镇,51.903,54.249,2.346,12,二级,否,2.0,11,沥青混凝土,10.0,8.5,11,100,<0.05或6度以下,50.0,1975.0,2021.0,,0,否,否,非收费,,,,,2.346,2.346,2.346,平原,0,黑龙江省国道东部工程项目管理有限公司, ,G201,是,
G201,230801,鹤岗—大连,莲江口镇,虹源加油站,54.249,55.147,0.898,12,二级,否,2.0,11,沥青混凝土,12.0,9.0,11,80,<0.05或6度以下,50.0,1996.0,2021.0,,0,否,否,非收费,,,,,0.898,0.898,0.898,平原,0,黑龙江省国道东部工程项目管理有限公司, ,S101,是,
G201,230801,鹤岗—大连,虹源加油站,长胜村,55.147,58.642,3.495,12,二级,否,2.0,11,沥青混凝土,12.0,9.0,22,80,0.05或6度,50.0,1996.0,2017.0,,0,否,否,非收费,,,,,3.495,3.495,3.495,平原,2,佳木斯市公路养护站, ,S101,是,
G201,230801,鹤岗—大连,长胜村,松花江大桥,58.642,63.051,4.409,11,一级,否,4.0,11,沥青混凝土,20.0,19.0,22,60,0.05或6度,100.0,2001.0,2022.0,,0,否,否,还贷,G102,1718.592,1723.001,否,4.409,4.409,4.409,平原,0,养护科技佳木斯分公司, ,G11,是,
G201,230811,鹤岗—大连,松花江大桥,佳木斯/鹤佳养护工区终点,63.051,63.354,0.303,11,一级,否,4.0,11,沥青混凝土,20.0,17.5,22,60,0.05或6度,100.0,2001.0,2022.0,,0,否,否,还贷,G102,1723.001,1723.304,否,0.303,0.303,0.303,平原,0,养护科技佳木斯分公司, ,G11,是,
G201,230811,鹤岗—大连,佳木斯/鹤佳养护工区终点,环路口,63.354,64.117,0.763,11,一级,否,4.0,11,沥青混凝土,20.0,18.0,12,100,0.05或6度,100.0,1970.0,2000.0,,0,否,否,非收费,G102,1723.304,1724.067,否,0.763,0.763,0.0,平原,0,佳木斯市公路养护站, ,G201,是,
G201,230811,鹤岗—大连,环路口,长青入口,64.117,66.365,2.248,11,一级,否,4.0,11,沥青混凝土,20.0,18.0,22,100,0.05或6度,100.0,1958.0,2000.0,,0,否,否,非收费,G102,1724.067,1726.315,否,2.248,2.248,1.664,平原,0,佳木斯市公路养护站, ,G201,是,
